,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,new_addition,updated_github_id,gitlab_id,gitlab_url
88,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2024-05-28 16:03:33,2024-05-28 15:58:14,4905.0,11.0,127.0,33.0,189.0,1.0,87.0,1409.0,,,,A library for event sourcing in Python.,151.0,151.0,27.0,https://pypi.org/project/eventsourcing,7328.0,7328.0,24,True,1.0,,,,,,
89,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2024-05-24 18:57:42,2023-12-22 14:02:18,302.0,,83.0,16.0,51.0,16.0,132.0,1383.0,,,,Django + Tailwind CSS =.,3727.0,3727.0,19.0,https://pypi.org/project/django-tailwind,75075.0,75075.0,24,True,1.0,,,,,,
90,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2024-05-27 17:36:14,2024-04-17 12:39:14,883.0,4.0,264.0,41.0,246.0,64.0,102.0,994.0,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,544.0,544.0,61.0,https://pypi.org/project/django-payments,11913.0,11913.0,24,True,2.0,21.0,,,,,
91,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2024-06-01 00:09:09,2024-05-15 13:24:49,315.0,10.0,28.0,8.0,119.0,2.0,29.0,485.0,2024-02-27 11:38:23,0.12.0,22.0,config and manage typed extra settings using just the django admin.,85.0,85.0,12.0,https://pypi.org/project/django-extra-settings,9426.0,9426.0,24,True,3.0,,,,,,
92,django-browser-reload,adamchainz/django-browser-reload,django-browser-reload,[],development,https://github.com/adamchainz/django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2024-05-28 10:24:57,2024-05-28 10:24:56,292.0,27.0,24.0,5.0,228.0,13.0,24.0,471.0,,,,Automatically reload your browser in development.,3676.0,3676.0,6.0,https://pypi.org/project/django-browser-reload,100870.0,100870.0,24,True,1.0,,,,,,
93,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,163.0,20.0,68.0,41.0,85.0,426.0,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,427.0,427.0,22.0,https://pypi.org/project/django-address,12570.0,12570.0,24,True,1.0,,,,,,
94,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2024-05-21 07:16:37,2024-04-25 15:46:33,199.0,3.0,24.0,8.0,89.0,5.0,21.0,421.0,2024-04-25 15:48:31,3.5.0,18.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",141.0,141.0,10.0,https://pypi.org/project/django-guid,89437.0,89437.0,24,True,1.0,,,,,,
95,aiosmtpd,aio-libs/aiosmtpd,aiosmtpd,[],emails,https://github.com/aio-libs/aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2024-05-28 16:07:26,2024-05-27 17:02:41,811.0,47.0,91.0,14.0,277.0,59.0,114.0,305.0,2024-05-18 11:37:43,1.4.6,16.0,A reimplementation of the Python stdlib smtpd.py based on asyncio.,,,43.0,https://pypi.org/project/aiosmtpd,188123.0,188127.0,24,True,3.0,336.0,,,,,
96,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2024-05-29 12:57:02,2024-05-29 12:57:02,362.0,6.0,72.0,11.0,141.0,11.0,36.0,238.0,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,140.0,140.0,27.0,https://pypi.org/project/django-fsm-log,60873.0,60873.0,24,True,2.0,,,,,,
97,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,111.0,25.0,49.0,19.0,61.0,842.0,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1483.0,1483.0,82.0,https://pypi.org/project/django-admin-tools,54367.0,54367.0,23,True,3.0,,,,,,
98,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2024-05-21 05:40:59,2024-04-30 12:19:32,297.0,1.0,111.0,40.0,136.0,40.0,56.0,696.0,2023-09-26 15:28:27,4.0.0,15.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,61.0,61.0,25.0,https://pypi.org/project/django-multitenant,24451.0,24451.0,23,True,3.0,,,,,,
99,django-authtools,fusionbox/django-authtools,django-authtools,[],custom-user,https://github.com/fusionbox/django-authtools,https://github.com/fusionbox/django-authtools,BSD-2-Clause,2013-05-20 23:19:33,2024-03-19 18:47:15,2024-03-19 18:47:10,248.0,5.0,93.0,31.0,73.0,8.0,45.0,369.0,,,,A custom User model for everybody!.,969.0,969.0,31.0,https://pypi.org/project/django-authtools,12325.0,12325.0,23,True,1.0,,,,,,
100,django-mailbox,coddingtonbear/django-mailbox,django-mailbox,[],emails,https://github.com/coddingtonbear/django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2024-05-24 07:27:36,2024-05-24 07:27:36,545.0,16.0,155.0,22.0,130.0,19.0,137.0,346.0,,,,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",177.0,177.0,54.0,https://pypi.org/project/django-mailbox,7708.0,7708.0,23,True,3.0,,,,,,
101,librephotos,LibrePhotos/librephotos,,[],photo-management-framework,https://github.com/LibrePhotos/librephotos,https://github.com/LibrePhotos/librephotos,MIT,2020-11-11 23:08:19,2024-05-30 18:16:45,2024-05-28 10:52:21,1846.0,205.0,282.0,53.0,430.0,274.0,570.0,6599.0,,,,A self-hosted open source photo management service. This is the repository of the backend.,,,73.0,,,,22,True,1.0,,,,,,
102,wemake-django-template,wemake-services/wemake-django-template,,[],reusable-app-templates,https://github.com/wemake-services/wemake-django-template,https://github.com/wemake-services/wemake-django-template,MIT,2017-09-14 09:23:23,2024-05-30 22:52:26,2024-05-30 07:08:39,2389.0,80.0,211.0,34.0,2030.0,33.0,500.0,1946.0,2023-09-05 07:57:33,goodbye-3.9,3.0,Bleeding edge django template focused on code quality and security.,,,48.0,,,,22,True,1.0,,,,,,
103,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2024-05-10 15:34:04,2024-05-10 15:34:04,273.0,1.0,55.0,8.0,54.0,9.0,54.0,239.0,,,,"Slack integration for Django, using the templating engine to generate messages.",383.0,383.0,29.0,https://pypi.org/project/django-slack,82069.0,82069.0,22,True,1.0,,,,,,
104,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-bootstrap-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2024-02-01 02:40:27,2024-01-07 14:31:05,937.0,,44.0,5.0,12.0,8.0,15.0,103.0,,,,Bootstrap 5 integration with Django.,7919.0,7919.0,138.0,https://pypi.org/project/django-bootstrap-v5,60603.0,60603.0,22,True,3.0,,,,,,
105,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2024-03-18 23:38:47,2024-03-18 23:38:42,216.0,16.0,22.0,4.0,12.0,3.0,23.0,66.0,2024-03-18 23:36:39,2.1.0,23.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",352.0,352.0,8.0,https://pypi.org/project/django-mapbox-location-field,1175.0,1175.0,22,True,2.0,,,,,,
106,django-react-boilerplate,vintasoftware/django-react-boilerplate,,[],project-templates,https://github.com/vintasoftware/django-react-boilerplate,https://github.com/vintasoftware/django-react-boilerplate,MIT,2016-07-19 20:37:29,2024-05-27 18:42:53,2024-05-27 18:40:13,1169.0,45.0,440.0,59.0,376.0,24.0,266.0,1860.0,,,,"Django 5, React, Bootstrap 5 with Python 3 and webpack project boilerplate.",,,50.0,,,,21,True,1.0,,,,,,
107,pinax-stripe-light,pinax/pinax-stripe-light,pinax-stripe-light,[],payment-subscriptions,https://github.com/pinax/pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,269.0,32.0,348.0,68.0,229.0,679.0,2021-11-28 02:09:03,5.0.0,9.0,a payments Django app for Stripe.,,,72.0,https://pypi.org/project/pinax-stripe-light,280.0,280.0,21,True,2.0,,,,,,
108,django-getpaid,django-getpaid/django-getpaid,django-getpaid,[],payment-subscriptions,https://github.com/django-getpaid/django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2021-12-12 18:31:41,2021-12-12 18:31:33,405.0,,107.0,21.0,93.0,3.0,58.0,439.0,2020-04-19 09:05:46,2.0.0,6.0,Django payments processor.,46.0,46.0,30.0,https://pypi.org/project/django-getpaid,864.0,864.0,21,True,2.0,,,,,,
109,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2023-09-15 22:38:21,2023-09-15 22:36:31,433.0,,61.0,19.0,94.0,5.0,63.0,389.0,,,,A complete library to create dynamic model instances for testing purposes.,1184.0,1184.0,36.0,https://pypi.org/project/django-dynamic-fixture,94547.0,94547.0,21,True,3.0,,,,,,
110,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2024-05-09 16:08:18,2024-05-09 16:08:18,595.0,39.0,27.0,11.0,86.0,8.0,37.0,315.0,2024-05-06 14:32:03,0.20.7,36.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,15.0,https://pypi.org/project/django-ninja-extra,48621.0,48621.0,21,True,2.0,,,,,,
111,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2024-03-03 01:07:44,2022-03-22 11:44:40,82.0,,93.0,19.0,46.0,12.0,35.0,280.0,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,647.0,647.0,19.0,https://pypi.org/project/django-google-maps,10172.0,10172.0,21,True,3.0,,,,,,
112,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2024-04-21 17:09:12,2024-04-21 17:08:26,126.0,6.0,18.0,7.0,23.0,9.0,9.0,240.0,2024-04-21 17:09:57,2.4.0,4.0,Write Django management command using the click CLI library.,301.0,301.0,12.0,https://pypi.org/project/django-click,36970.0,36970.0,21,True,3.0,,,,,,
113,django-minio-storage,py-pa/django-minio-storage,django-minio-storage,[],storage,https://github.com/py-pa/django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2024-03-25 08:58:28,2023-12-19 06:54:50,227.0,,53.0,7.0,59.0,11.0,71.0,147.0,2023-08-30 20:53:31,0.5.7,8.0,A django storage driver for minio.,270.0,270.0,18.0,https://pypi.org/project/django-minio-storage,29682.0,29682.0,21,True,3.0,,,,,,
114,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2024-05-30 20:50:52,2024-05-08 10:32:47,679.0,8.0,20.0,6.0,57.0,9.0,13.0,118.0,2024-04-27 05:58:23,5.3.1,19.0,A JSON Web Token authentication plugin for the Django REST Framework.,153.0,153.0,84.0,https://pypi.org/project/django-ninja-jwt,24660.0,24660.0,21,True,2.0,,,,,,
115,saas-boilerplate,apptension/saas-boilerplate,,[],project-templates,https://github.com/apptension/saas-boilerplate,https://github.com/apptension/saas-boilerplate,MIT,2020-04-14 09:31:26,2024-05-30 15:48:05,2024-05-30 15:48:04,944.0,34.0,185.0,14.0,421.0,33.0,123.0,1820.0,2024-05-22 09:43:59,3.0.0,20.0,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS...",,,38.0,,,,20,True,1.0,,,,,,
116,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2023-08-04 08:11:59,2017-03-03 07:13:17,343.0,,85.0,15.0,63.0,19.0,37.0,459.0,,,,Can create auto-generated test data.,850.0,850.0,34.0,https://pypi.org/project/django-autofixture,2635.0,2635.0,20,False,2.0,,,,,,
117,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,34.0,7.0,38.0,13.0,28.0,446.0,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,71.0,71.0,4.0,https://pypi.org/project/djantic,22223.0,22223.0,20,True,2.0,,,,,,
118,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2023-08-14 18:47:11,2022-06-17 09:46:13,276.0,,101.0,20.0,62.0,61.0,44.0,324.0,,,,Django registration and authentication with GraphQL.,695.0,695.0,16.0,https://pypi.org/project/django-graphql-auth,16450.0,16450.0,20,True,3.0,,,,,,
119,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,12.0,24.0,10.0,37.0,4.0,32.0,314.0,,,,Django app for user friendly querying of Django models.,26.0,26.0,10.0,https://pypi.org/project/django-data-browser,2634.0,2634.0,20,True,1.0,,,,,,
120,django-allauth-2fa,valohai/django-allauth-2fa,django-allauth-2fa,[],authentication-authorization,https://github.com/valohai/django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,2015-04-04 12:31:29,2024-05-27 19:10:52,2024-04-19 10:19:15,392.0,1.0,50.0,14.0,126.0,12.0,60.0,210.0,2023-07-13 11:11:55,0.11.1,3.0,Two-factor authentication for Django Allauth.,186.0,186.0,32.0,https://pypi.org/project/django-allauth-2fa,58302.0,58302.0,20,True,3.0,16.0,,,,,
121,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2023-07-06 17:36:27,2023-07-06 17:36:25,255.0,,40.0,12.0,77.0,2.0,38.0,180.0,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,11.0,11.0,28.0,https://pypi.org/project/django-loci,1128.0,1128.0,20,True,3.0,,,,,,
122,django-oscar-paypal,django-oscar/django-oscar-paypal,django-oscar-paypal,[],payment-subscriptions,https://github.com/django-oscar/django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,193.0,33.0,203.0,23.0,69.0,163.0,,,,PayPal integration for django-oscar. Can be used without Oscar too.,156.0,156.0,51.0,https://pypi.org/project/django-oscar-paypal,279.0,279.0,20,True,2.0,,,,,,
123,shynet,milesmcc/shynet,shynet,[],analytics-framework,https://github.com/milesmcc/shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-05-21 05:33:34,2024-02-22 18:05:58,515.0,,176.0,27.0,140.0,46.0,138.0,2843.0,2023-07-28 03:19:15,0.13.1,37.0,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",,,36.0,https://pypi.org/project/shynet,,,19,True,1.0,,,,,,
124,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,,84.0,46.0,36.0,10.0,24.0,985.0,,,,Set of widgets to build dashboards for Django projects.,85.0,85.0,18.0,https://pypi.org/project/django-controlcenter,7253.0,7253.0,19,True,3.0,,,,,,
125,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2024-05-29 14:29:11,2024-05-29 14:28:22,617.0,7.0,97.0,13.0,154.0,11.0,60.0,613.0,,,,Tracking dirty fields on a Django model.,,,42.0,https://pypi.org/project/django-dirtyfields,231978.0,231978.0,19,True,3.0,,,,,,
126,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2024-05-03 01:16:17,2024-05-03 01:16:16,493.0,4.0,61.0,11.0,156.0,10.0,47.0,602.0,,,,Useful additions to Djangos default TestCase.,,,34.0,https://pypi.org/project/django-test-plus,62776.0,62776.0,19,True,3.0,,,,,,
127,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,132.0,17.0,121.0,10.0,132.0,560.0,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,686.0,686.0,80.0,https://pypi.org/project/django-admin-sortable,43676.0,43676.0,19,True,3.0,,,,,,
128,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,91.0,8.0,56.0,12.0,23.0,386.0,,,,Utilities to extract and manipulate Django Fixtures.,158.0,158.0,36.0,https://pypi.org/project/django-fixture-magic,26153.0,26153.0,19,True,3.0,,,,,,
129,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-04-20 10:39:26,2024-02-16 03:05:10,153.0,,64.0,16.0,41.0,40.0,32.0,365.0,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,153276.0,153276.0,19,True,1.0,,,,,,
130,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-bulma-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2024-05-15 12:44:42,2021-10-21 13:54:53,128.0,,54.0,15.0,39.0,6.0,37.0,335.0,,,,Bulma theme for Django.,503.0,503.0,14.0,https://pypi.org/project/django-bulma,3067.0,3067.0,19,True,1.0,,,,,,
131,django-custom-user,jcugat/django-custom-user,django-custom-user,[],custom-user,https://github.com/jcugat/django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,61.0,17.0,58.0,1.0,23.0,319.0,,,,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,270.0,270.0,12.0,https://pypi.org/project/django-custom-user,9298.0,9298.0,19,True,2.0,,,,,,
132,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2024-04-15 10:40:23,2022-10-25 08:26:59,123.0,,92.0,29.0,66.0,19.0,20.0,202.0,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,345.0,345.0,32.0,https://pypi.org/project/django-fsm-admin,25481.0,25481.0,19,True,3.0,,,,,,
133,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2024-05-09 01:48:26,2019-05-10 16:41:45,129.0,,62.0,6.0,22.0,9.0,7.0,190.0,,,,Fernet symmetric encryption for Django model fields.,689.0,689.0,9.0,https://pypi.org/project/django-fernet-fields,50867.0,50867.0,19,False,1.0,,,,,,
134,django-rich,adamchainz/django-rich,django-rich,[],management-commands,https://github.com/adamchainz/django-rich,https://github.com/adamchainz/django-rich,MIT,2021-11-25 12:48:29,2024-05-28 10:25:00,2024-05-28 10:24:59,239.0,27.0,10.0,5.0,190.0,5.0,3.0,114.0,,,,Extensions for using Rich with Django.,130.0,130.0,5.0,https://pypi.org/project/django-rich,90550.0,90550.0,19,True,3.0,,,,,,
135,django-typer,bckohan/django-typer,django-typer,[],management-commands,https://github.com/bckohan/django-typer,https://github.com/bckohan/django-typer,MIT,2023-10-23 22:31:55,2024-05-31 20:53:17,2024-04-22 20:57:28,349.0,72.0,2.0,1.0,17.0,31.0,26.0,54.0,2024-04-22 20:58:48,1.1.2,13.0,Use Typer (type hints) to define the interface for your Django management commands.,15.0,15.0,4.0,https://pypi.org/project/django-typer,4146.0,4146.0,19,True,3.0,,,,,,
136,merchant,agiliq/merchant,merchant,[],payment-subscriptions,https://github.com/agiliq/merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,162.0,59.0,86.0,23.0,42.0,1021.0,,,4.0,A Django app to accept payments from various payment processors via Pluggable backends.,28.0,28.0,49.0,https://pypi.org/project/merchant,,,18,False,2.0,,,,,,
137,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2024-01-31 08:21:27,2024-01-25 19:43:18,679.0,,49.0,10.0,179.0,3.0,68.0,426.0,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,25.0,https://pypi.org/project/django-concurrency,52842.0,52842.0,18,True,1.0,,,,,,
138,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,31.0,4.0,16.0,4.0,14.0,77.0,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,189.0,189.0,14.0,https://pypi.org/project/django-admin-numeric-filter,18179.0,18179.0,18,True,1.0,,,,,,
139,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2024-05-27 22:47:52,2024-05-27 22:21:08,185.0,25.0,8.0,3.0,137.0,1.0,2.0,76.0,2024-01-21 22:09:18,2.0.1,10.0,Pydantic model support for Django & Django-Rest-Framework.,12.0,12.0,8.0,https://pypi.org/project/pyngo,5033.0,5033.0,18,True,3.0,,,,,,
140,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,51.0,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,3021.0,3021.0,4.0,https://pypi.org/project/django-phone-field,24232.0,24232.0,18,True,3.0,,,,,,
141,djaodjin-saas,djaodjin/djaodjin-saas,djaodjin-saas,[],value-as-a-service-framework,https://github.com/djaodjin/djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2024-05-01 23:32:14,2024-05-01 23:30:40,1905.0,36.0,123.0,24.0,193.0,17.0,95.0,543.0,,,,Django application for software-as-service and subscription businesses.,8.0,8.0,12.0,https://pypi.org/project/djaodjin-saas,322.0,322.0,17,True,1.0,,,,,,
142,django-template-partials,carltongibson/django-template-partials,django-template-partials,[],templates,https://github.com/carltongibson/django-template-partials,https://github.com/carltongibson/django-template-partials,MIT,2023-05-17 18:22:35,2024-05-22 17:49:11,2024-04-08 17:05:57,40.0,9.0,16.0,19.0,24.0,5.0,15.0,350.0,,,,Reusable named inline partials for the Django Template Language.,90.0,90.0,12.0,https://pypi.org/project/django-template-partials,12175.0,12175.0,17,True,3.0,,,,,,
143,django-oauth2-provider,caffeinehit/django-oauth2-provider,django-oauth2-provider,[],authentication-authorization,https://github.com/caffeinehit/django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,MIT,2012-01-18 17:05:36,2023-02-15 17:55:47,2023-02-03 07:57:29,208.0,,180.0,26.0,92.0,40.0,25.0,336.0,,,,Provide OAuth2 access to your app.,,,16.0,https://pypi.org/project/django-oauth2-provider,6818.0,6818.0,17,True,3.0,,,,,,
144,falco,Tobi-De/falco,falco,[],project-templates,https://github.com/Tobi-De/falco,https://github.com/Tobi-De/falco,,2023-12-15 15:05:56,2024-05-30 02:38:06,2024-05-29 08:29:29,446.0,104.0,14.0,7.0,34.0,10.0,39.0,316.0,2024-05-28 14:11:09,0.22.2,41.0,Enhance your Django developer experience: CLI and Guides for the Modern Django Developer.,6.0,6.0,6.0,https://pypi.org/project/falco,34.0,34.0,17,True,2.0,,,,,,
145,silver,silverapp/silver,silver,[],payment-subscriptions,https://github.com/silverapp/silver,https://github.com/silverapp/silver,,2014-10-07 11:39:38,2024-05-21 19:44:18,2024-01-30 11:45:50,1850.0,,74.0,22.0,310.0,50.0,337.0,297.0,,,,Automated billing and payments for Django with a REST API.,8.0,8.0,24.0,https://pypi.org/project/silver,51.0,51.0,17,True,2.0,,,,,,
