,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id,github_release_downloads,new_addition,gitlab_id,gitlab_url
0,pydantic,pydantic/pydantic,pydantic,[],pydantic-integration,https://github.com/pydantic/pydantic,https://github.com/pydantic/pydantic,MIT,2017-05-03 21:23:58,2025-01-30 07:26:44,2025-01-29 17:55:51,3450.0,175.0,1959.0,126.0,4275.0,463.0,4417.0,22229,2025-01-24 01:32:59,2.10.6,100.0,Data validation using Python type hints.,637679.0,637679.0,598.0,https://pypi.org/project/pydantic,282747146.0,282747146.0,46,True,1.0,,,,,,
1,celery,celery/celery,celery,[],task-queues,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24,2025-01-29 14:37:39,2025-01-29 14:37:39,12753.0,45.0,4562.0,469.0,3470.0,663.0,4417.0,25384,2024-04-17 20:32:41,5.4.0,56.0,Distributed Task Queue (development branch).,156710.0,156710.0,1392.0,https://pypi.org/project/celery,13246860.0,13246860.0,43,True,1.0,1.0,,,,,
2,django-rest-framework,encode/django-rest-framework,django-rest-framework,[],restful-api-drf,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework,,2011-03-02 17:13:56,2025-01-30 10:03:11,2025-01-30 10:03:11,8839.0,12.0,6744.0,628.0,4745.0,58.0,3857.0,28714,2024-12-28 10:24:43,3.15.2,19.0,Web APIs for Django.,762833.0,762833.0,1422.0,https://pypi.org/project/django-rest-framework,110860.0,110860.0,42,True,1.0,1.0,,,,,
3,wagtail,wagtail/wagtail,wagtail,[],cms-framework,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,BSD-3-Clause,2014-02-03 12:41:59,2025-01-29 20:53:58,2025-01-29 20:53:52,18447.0,351.0,3920.0,337.0,7256.0,852.0,4329.0,18664,2025-01-02 12:01:32,6.3.2,100.0,A Django content management system focused on flexibility and user experience.,11099.0,11099.0,971.0,https://pypi.org/project/wagtail,260272.0,260272.0,42,True,1.0,,,,,,
4,loguru,Delgan/loguru,loguru,[],logging,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2025-01-23 19:02:22,2025-01-23 18:58:37,915.0,69.0,708.0,144.0,227.0,202.0,853.0,20643,2024-12-06 11:25:42,0.7.3,22.0,Python logging made (stupidly) simple.,112374.0,112374.0,63.0,https://pypi.org/project/loguru,31882492.0,31882492.0,40,True,1.0,,,,,,
5,django-cms,django-cms/django-cms,django-cms,[],cms-framework,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18,2025-01-30 07:36:37,2025-01-30 07:08:20,16207.0,30.0,3054.0,395.0,4468.0,118.0,3449.0,10315,2024-11-13 07:54:35,4.1.4,22.0,The easy-to-use and developer-friendly enterprise CMS powered by Django.,5370.0,5370.0,576.0,https://pypi.org/project/django-cms,80638.0,80638.0,40,True,3.0,,,,,,
6,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2025-01-24 14:44:12,2025-01-24 14:43:48,3596.0,68.0,2974.0,201.0,1622.0,1.0,2389.0,9726,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",238148.0,238148.0,750.0,https://pypi.org/project/django-allauth,1072437.0,1072437.0,40,True,1.0,,,,,,
7,django-debug-toolbar,jazzband/django-debug-toolbar,django-debug-toolbar,[],debugging,https://github.com/django-commons/django-debug-toolbar,https://github.com/django-commons/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2025-01-30 01:34:42,2025-01-28 00:31:03,2705.0,28.0,938.0,112.0,1126.0,66.0,866.0,8145,2025-01-14 02:39:23,5.0.1,26.0,A configurable set of panels that display various debug information about the current request/response.,98510.0,98510.0,304.0,https://pypi.org/project/django-debug-toolbar,3139816.0,3139817.0,39,True,1.0,,django-commons/django-debug-toolbar,248.0,,,
8,sentry,getsentry/sentry,,[],monitoring-framework,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry,,2010-08-30 22:06:41,2025-01-30 09:58:27,2025-01-30 09:19:05,78883.0,3237.0,4194.0,684.0,68560.0,2029.0,12428.0,39741,2025-01-15 17:26:34,25.1.0,100.0,Developer-first error tracking and performance monitoring.,508.0,508.0,900.0,,,462.0,38,True,1.0,,,40718.0,,,
9,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,4.0,810.0,141.0,570.0,89.0,910.0,8137,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,25653.0,25653.0,211.0,https://pypi.org/project/graphene,10859215.0,10859215.0,38,True,1.0,,,,,,
10,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2025-01-17 19:34:21,2025-01-17 19:34:21,3630.0,6.0,1126.0,102.0,1004.0,175.0,730.0,6617,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,236449.0,236449.0,579.0,https://pypi.org/project/django-extensions,4433768.0,4433768.0,38,True,1.0,,,,,,
11,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2025-01-29 16:01:44,2025-01-29 12:15:21,9153.0,44.0,2183.0,271.0,2909.0,92.0,1416.0,6321,2024-09-20 11:17:48,3.2.5,10.0,Domain-driven e-commerce for Django.,1146.0,1146.0,372.0,https://pypi.org/project/django-oscar,23167.0,23167.0,38,True,1.0,1.0,,,,,
12,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2025-01-29 15:39:42,2025-01-29 15:39:42,1559.0,26.0,754.0,62.0,901.0,19.0,1077.0,3112,2025-01-15 19:15:22,4.3.4,49.0,Django application and library for importing and exporting data with admin integration.,104911.0,104911.0,226.0,https://pypi.org/project/django-import-export,1201747.0,1201747.0,38,True,1.0,,,,,,
13,rq,rq/rq,rq,[],task-queues,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2025-01-28 19:37:01,2025-01-19 12:23:32,1918.0,22.0,1400.0,206.0,952.0,196.0,972.0,10004,2024-12-23 13:13:31,2.1,32.0,Simple job queues for Python.,18604.0,18604.0,328.0,https://pypi.org/project/rq,1528591.0,1528591.0,37,True,2.0,,,,,,
14,structlog,hynek/structlog,structlog,[],logging,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2025-01-27 07:29:45,2025-01-27 07:27:07,1682.0,47.0,230.0,34.0,343.0,29.0,322.0,3730,2025-01-16 13:03:28,25.1.0,17.0,"Simple, powerful, and fast logging for Python.",16319.0,16319.0,126.0,https://pypi.org/project/structlog,32794593.0,32794593.0,36,True,2.0,,,,,,
15,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2025-01-16 22:13:05,2025-01-13 15:27:06,678.0,12.0,308.0,37.0,296.0,64.0,190.0,3045,2025-01-16 22:05:33,0.12.0,20.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,244711.0,244711.0,97.0,https://pypi.org/project/django-environ,2818061.0,2818062.0,36,True,1.0,,,144.0,,,
16,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2025-01-29 17:27:34,2025-01-26 23:55:45,1398.0,26.0,462.0,44.0,846.0,142.0,456.0,2255,2025-01-26 23:57:27,3.9.0,40.0,Store model history and view/revert changes from admin site.,6218.0,6218.0,186.0,https://pypi.org/project/django-simple-history,1479704.0,1479704.0,36,True,1.0,,,,,,
17,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2024-12-01 00:12:35,2024-09-29 14:55:34,1289.0,,336.0,41.0,621.0,158.0,387.0,1415,2024-09-02 15:53:08,4.9.0,23.0,A Django plugin for pytest.,85277.0,85277.0,152.0,https://pypi.org/project/pytest-django,4535187.0,4535187.0,36,True,1.0,,,,,,
18,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2025-01-11 20:30:19,2025-01-11 20:30:19,1149.0,3.0,821.0,42.0,752.0,105.0,623.0,2798,,,,https://django-storages.readthedocs.io/.,191729.0,191729.0,276.0,https://pypi.org/project/django-storages,4287061.0,4287061.0,35,True,1.0,,,,,,
19,DefectDojo,DefectDojo/django-DefectDojo,,[],security-framework,https://github.com/DefectDojo/django-DefectDojo,https://github.com/DefectDojo/django-DefectDojo,BSD-3-Clause,2015-02-19 17:53:47,2025-01-29 21:35:06,2025-01-29 21:27:19,11430.0,343.0,1557.0,210.0,8566.0,333.0,2560.0,3835,2025-01-27 16:06:15,2.42.3,100.0,"DevSecOps, ASPM, Vulnerability Management. All on one platform.",,,488.0,,,17062.0,34,True,1.0,,,324179.0,True,,
20,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2025-01-30 10:16:19,2025-01-28 15:46:07,1172.0,64.0,547.0,77.0,369.0,114.0,353.0,3687,2025-01-24 09:03:29,2.0.0,6.0,Per object permissions for Django.,7126.0,7126.0,171.0,https://pypi.org/project/django-guardian,325960.0,325960.0,34,True,1.0,,,,,,
21,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2025-01-29 17:56:22,2025-01-29 17:56:21,1416.0,17.0,760.0,68.0,676.0,184.0,681.0,3193,2024-09-07 14:10:46,3.0.1,29.0,OAuth2 goodies for the Djangonauts!.,10737.0,10737.0,267.0,https://pypi.org/project/django-oauth-toolkit,859626.0,859626.0,34,True,1.0,,,,,,
22,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-08-09 21:29:48,2024-08-09 21:29:45,1546.0,,462.0,56.0,318.0,17.0,634.0,3066,2024-08-09 21:30:11,5.1.0,17.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7640.0,7640.0,192.0,https://pypi.org/project/django-reversion,499419.0,499419.0,34,True,2.0,1.0,,,,,
23,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-01-30 09:46:21,2025-01-29 21:38:57,1897.0,46.0,179.0,40.0,670.0,35.0,285.0,2237,2024-12-19 11:56:49,0.24,44.0,Python library for implementing GraphQL servers using schema-first approach.,1793.0,1793.0,79.0,https://pypi.org/project/ariadne,453051.0,453051.0,34,True,2.0,2.0,,,,,
24,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2025-01-14 22:34:10,2025-01-11 13:37:30,1132.0,32.0,286.0,37.0,318.0,116.0,168.0,1685,2024-10-08 17:40:29,3.0.1,32.0,Jazzy theme for Django.,14535.0,14535.0,76.0,https://pypi.org/project/django-jazzmin,270861.0,270861.0,34,True,1.0,,,,,,
25,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2025-01-29 15:13:02,2025-01-29 11:23:21,21732.0,105.0,5428.0,374.0,11576.0,297.0,4044.0,21064,2025-01-29 15:13:05,3.20.68,100.0,"Saleor Core: the high performance, composable, headless commerce API.",6.0,6.0,300.0,https://pypi.org/project/saleor,59.0,194.0,33,True,2.0,,,678.0,,,
26,transitions,pytransitions/transitions,transitions,[],finite-state-machine,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09,2024-08-23 09:02:43,2024-08-13 12:28:13,1100.0,,520.0,98.0,192.0,10.0,432.0,5900,2024-08-06 13:42:45,0.9.2,32.0,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",3853.0,3853.0,77.0,https://pypi.org/project/transitions,701415.0,701415.0,33,True,1.0,,,,,,
27,whitenoise,evansd/whitenoise,whitenoise,[],static-file-serving,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2025-01-28 23:53:35,2025-01-28 23:53:35,861.0,8.0,147.0,25.0,384.0,25.0,219.0,2587,,,,Radically simplified static file serving for Python web apps.,474137.0,474137.0,69.0,https://pypi.org/project/whitenoise,3510096.0,3510096.0,33,True,1.0,,,,,,
28,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2025-01-27 17:11:30,2025-01-17 19:49:56,927.0,14.0,171.0,32.0,192.0,10.0,199.0,1877,2025-01-17 19:52:23,0.29.4,68.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",4780.0,4780.0,39.0,https://pypi.org/project/django-admin-interface,158641.0,158641.0,33,True,2.0,,,,,,
29,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-01-27 09:21:49,2025-01-27 09:21:22,703.0,17.0,291.0,35.0,309.0,11.0,286.0,1736,2025-01-27 09:21:49,4.3.1,13.0,Dynamic Django settings.,2242.0,2242.0,150.0,https://pypi.org/project/django-constance,352792.0,352792.0,33,True,2.0,,,,,,
30,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-01-23 23:23:48,2025-01-07 18:00:54,3334.0,40.0,477.0,32.0,1031.0,60.0,962.0,1677,2025-01-12 16:54:39,2.9.0,71.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,1134.0,1134.0,129.0,https://pypi.org/project/dj-stripe,125730.0,125730.0,33,True,1.0,,,,,,
31,dj-database-url,jazzband/dj-database-url,dj-database-url,[],configuration,https://github.com/jazzband/dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23,2024-11-27 16:36:32,2024-11-22 12:31:02,310.0,1.0,197.0,33.0,161.0,3.0,93.0,1499,2024-10-23 10:01:03,2.3.0,8.0,Use Database URLs in your Django Application.,294712.0,294712.0,73.0,https://pypi.org/project/dj-database-url,1938004.0,1938004.0,33,True,2.0,,,,,,
32,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2025-01-27 17:45:26,2025-01-22 08:04:46,463.0,25.0,240.0,24.0,332.0,39.0,176.0,1149,2024-11-15 17:30:58,4.2.0,25.0,A feature flipper for Django.,1517.0,1517.0,122.0,https://pypi.org/project/django-waffle,707993.0,707993.0,33,True,1.0,,jazzband/django-waffle,,,,
33,Paperless-ngx,paperless-ngx/paperless-ngx,,[],document-management-framework,https://github.com/paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2025-01-30 00:29:50,2025-01-29 21:00:49,9878.0,258.0,1396.0,118.0,2718.0,,1804.0,24243,2025-01-28 00:37:59,2.14.6,100.0,"A community-supported supercharged version of paperless: scan, index and archive all your physical documents.",,,385.0,,,4797.0,32,True,1.0,,,134324.0,,,
34,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2024-12-27 05:46:48,2024-12-27 05:46:47,969.0,1.0,741.0,70.0,635.0,144.0,682.0,4335,2024-06-12 02:55:27,3.2.2,52.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",15597.0,15597.0,224.0,https://pypi.org/project/graphene-django,500775.0,500775.0,32,True,2.0,,,,,,
35,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2025-01-27 10:12:45,2024-12-11 09:07:59,1149.0,18.0,670.0,103.0,763.0,,297.0,2342,,,,Bootstrap 3 integration with Django.,19275.0,19275.0,100.0,https://pypi.org/project/django-bootstrap3,111576.0,111576.0,32,True,1.0,,,,,,
36,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2025-01-13 03:15:42,2024-12-24 08:58:09,1089.0,21.0,344.0,57.0,355.0,237.0,437.0,1596,2024-08-27 13:29:44,3.7.0,48.0,Django tenants using PostgreSQL Schemas.,1055.0,1055.0,113.0,https://pypi.org/project/django-tenants,121839.0,121839.0,32,True,1.0,,,,,,
37,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2024-07-19 17:41:17,2024-07-19 17:41:17,604.0,,298.0,22.0,393.0,8.0,221.0,1494,2024-06-24 13:48:07,8.0.0,12.0,A django model and form field for normalised phone numbers using python-phonenumbers.,29587.0,29587.0,114.0,https://pypi.org/project/django-phonenumber-field,1447522.0,1447522.0,32,True,1.0,,,33.0,,,
38,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2025-01-27 09:58:09,2024-12-11 07:36:02,1275.0,9.0,215.0,37.0,644.0,17.0,144.0,1024,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,167926.0,167926.0,139.0,https://pypi.org/project/django-bootstrap4,181371.0,181371.0,32,True,1.0,-1.0,,,,,
39,netbox,netbox-community/netbox,,[],network-automation-system,https://github.com/netbox-community/netbox,https://github.com/netbox-community/netbox,Apache-2.0,2016-02-29 14:15:46,2025-01-30 05:02:02,2025-01-30 05:02:02,13471.0,184.0,2615.0,407.0,3417.0,356.0,10363.0,16766,2025-01-17 20:05:41,4.2.2,100.0,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free:..,,,393.0,,,,31,True,1.0,,,,,,
40,django-anymail,anymail/django-anymail,django-anymail,[],emails,https://github.com/anymail/django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2024-12-11 22:27:29,2024-12-11 22:27:21,918.0,8.0,131.0,23.0,159.0,5.0,225.0,1718,2024-09-09 19:29:32,12.0,60.0,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",7146.0,7146.0,66.0,https://pypi.org/project/django-anymail,779133.0,779134.0,31,True,1.0,,,159.0,,,
41,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2025-01-12 12:16:22,2025-01-12 12:16:22,1248.0,31.0,454.0,71.0,379.0,331.0,544.0,7659,2024-08-15 09:14:29,1.3.0,43.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,154.0,https://pypi.org/project/django-ninja,575662.0,575662.0,30,True,1.0,,,,,,
42,logfire,pydantic/logfire,logfire,[],apm,https://github.com/pydantic/logfire,https://github.com/pydantic/logfire,MIT,2024-04-23 11:50:23,2025-01-29 17:21:36,2025-01-27 20:24:18,1094.0,184.0,87.0,14.0,580.0,71.0,171.0,2612,2025-01-27 14:17:46,3.4.0,72.0,Uncomplicated Observability for Python and beyond!.,543.0,543.0,46.0,https://pypi.org/project/logfire,223104.0,223104.0,30,True,1.0,-1.0,,,,,
43,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2025-01-28 22:10:38,2025-01-28 22:10:37,2434.0,36.0,371.0,34.0,322.0,129.0,171.0,2052,2024-07-12 13:19:24,5.4.2,7.0,Python Social Auth - Application - Django.,48221.0,48221.0,333.0,https://pypi.org/project/social-app-django,,,30,True,2.0,,,,,,
44,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2025-01-14 22:32:19,2025-01-04 01:36:37,656.0,2.0,281.0,26.0,329.0,100.0,263.0,1861,2024-11-03 09:14:46,2.10.3,14.0,A simple app that provides django integration for RQ (Redis Queue).,3816.0,3816.0,130.0,https://pypi.org/project/django-rq,296493.0,296493.0,30,True,3.0,,,,,,
45,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-08-13 12:14:42,2021-06-26 12:04:16,1246.0,,236.0,51.0,313.0,279.0,154.0,1854,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1847.0,1847.0,62.0,https://pypi.org/project/django-q,76099.0,76099.0,30,True,3.0,,,,,,
46,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2025-01-27 17:45:23,2025-01-10 03:28:47,825.0,4.0,425.0,38.0,371.0,86.0,287.0,1734,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1840.0,1840.0,105.0,https://pypi.org/project/django-two-factor-auth,408466.0,408466.0,30,True,2.0,,,,,,
47,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2025-01-29 08:04:47,2025-01-29 08:04:47,539.0,7.0,380.0,25.0,403.0,74.0,219.0,1177,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,1309.0,1309.0,86.0,https://pypi.org/project/django-auditlog,382634.0,382637.0,30,True,2.0,,,486.0,,,
48,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-11-18 23:53:14,2024-11-18 23:53:09,512.0,16.0,138.0,22.0,192.0,50.0,156.0,1114,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3239.0,3239.0,74.0,https://pypi.org/project/django-configurations,248606.0,248606.0,30,True,3.0,,,,,,
49,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2025-01-14 22:38:46,2025-01-14 22:38:39,382.0,10.0,216.0,17.0,199.0,50.0,100.0,1029,2024-11-26 19:17:50,4.3.0,52.0,A Django email backend for Amazons Simple Email Service.,3259.0,3259.0,84.0,https://pypi.org/project/django-ses,638749.0,638749.0,30,True,2.0,,,,,,
50,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2025-01-26 05:10:56,2025-01-26 05:10:56,508.0,5.0,195.0,23.0,255.0,67.0,224.0,1009,2024-08-23 22:20:38,4.2.1,6.0,Management commands to help backup and restore your project database and media files.,2233.0,2233.0,77.0,https://pypi.org/project/django-dbbackup,150737.0,150737.0,30,True,2.0,,,,,,
51,Open edX,openedx/edx-platform,,[],education-framework,https://github.com/openedx/edx-platform,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2025-01-30 10:10:37,2025-01-29 21:39:35,66382.0,350.0,3596.0,426.0,35503.0,211.0,447.0,7558,2015-03-02 21:13:51,named-release/birch,4.0,"The Open edX LMS & Studio, powering education sites around the world!.",3.0,3.0,1433.0,,,,29,True,1.0,,,,,,
52,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-04-16 12:13:04,2024-04-16 12:13:00,353.0,,283.0,46.0,146.0,1.0,156.0,2341,2024-04-09 07:55:47,3.0.0,5.0,Django friendly finite state machine support.,1767.0,1767.0,70.0,https://pypi.org/project/django-fsm,343799.0,343799.0,29,True,2.0,,,,,,
53,django-cachalot,noripyt/django-cachalot,django-cachalot,[],caching,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2025-01-16 03:51:43,2025-01-16 03:51:42,648.0,4.0,146.0,25.0,97.0,32.0,139.0,1290,2024-11-04 18:30:39,2.7.0,23.0,"No effort, no worry, maximum performance.",880.0,880.0,38.0,https://pypi.org/project/django-cachalot,112109.0,112109.0,29,True,1.0,,,,,,
54,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2025-01-26 11:28:00,2025-01-26 11:26:29,839.0,45.0,128.0,15.0,356.0,79.0,259.0,431,2025-01-26 11:28:00,0.55.1,100.0,Strawberry GraphQL Django extension.,538.0,538.0,98.0,https://pypi.org/project/strawberry-graphql-django,181823.0,181823.0,29,True,3.0,,strawberry-graphql/strawberry-django,,,,
55,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2025-01-27 17:45:30,2025-01-13 20:43:13,652.0,21.0,625.0,57.0,375.0,122.0,360.0,4072,2025-01-07 08:23:01,5.4.0,12.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,124.0,https://pypi.org/project/djangorestframework-simplejwt,3213998.0,3213998.0,28,True,2.0,,,,,,
