,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,updated_github_id,new_addition,gitlab_id,gitlab_url
0,pydantic,pydantic/pydantic,pydantic,[],pydantic-integration,https://github.com/pydantic/pydantic,https://github.com/pydantic/pydantic,MIT,2017-05-03 21:23:58,2024-04-30 21:48:47,2024-04-30 19:34:29,2883.0,147.0,1623.0,113.0,3521.0,367.0,3604.0,18699,2024-04-23 13:11:29,2.7.1,100.0,Data validation using Python type hints.,393134.0,393134.0,511.0,https://pypi.org/project/pydantic,175762763.0,175762763.0,45,True,1,,,,,,
1,celery,celery/celery,celery,[],task-queues,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24,2024-04-30 17:46:43,2024-04-29 18:46:38,12522.0,58.0,4436.0,472.0,3328.0,632.0,4383.0,23538,2024-04-17 20:32:41,5.4.0,48.0,Distributed Task Queue (development branch).,131742.0,131742.0,1345.0,https://pypi.org/project/celery,9824172.0,9824172.0,44,True,1,,,,,,
2,django-rest-framework,encode/django-rest-framework,django-rest-framework,[],restful-api-drf,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework,,2011-03-02 17:13:56,2024-04-30 16:29:13,2024-04-30 16:28:27,8796.0,54.0,6596.0,625.0,4696.0,49.0,3835.0,27523,2022-11-08 10:37:57,3.14.0,17.0,Web APIs for Django.,661600.0,661600.0,1403.0,https://pypi.org/project/django-rest-framework,123514.0,123514.0,42,True,1,,,,,,
3,django-cms,django-cms/django-cms,django-cms,[],cms-framework,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18,2024-04-30 16:43:08,2024-04-27 23:45:19,16014.0,35.0,2973.0,394.0,4322.0,123.0,3383.0,9912,2024-02-09 15:04:51,3.11.5,14.0,The easy-to-use and developer-friendly enterprise CMS powered by Django.,5169.0,5169.0,560.0,https://pypi.org/project/django-cms,76024.0,76024.0,40,True,1,-1.0,,,,,
4,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2024-04-30 01:30:54,2024-04-28 12:12:06,3111.0,155.0,2845.0,191.0,1514.0,55.0,2158.0,8902,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",218517.0,218517.0,702.0,https://pypi.org/project/django-allauth,822285.0,822285.0,40,True,1,,,,,,
5,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2024-04-27 16:13:05,2024-04-27 16:13:05,3624.0,3.0,1114.0,104.0,983.0,163.0,723.0,6422,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,219892.0,219892.0,577.0,https://pypi.org/project/django-extensions,3728806.0,3728806.0,38,True,1,,,,,,
6,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2024-04-30 15:22:59,2024-04-28 15:30:27,1424.0,17.0,731.0,65.0,785.0,19.0,976.0,2871,2024-04-28 15:24:44,4.0.0,30.0,Django application and library for importing and exporting data with admin integration.,96379.0,96379.0,207.0,https://pypi.org/project/django-import-export,1187102.0,1187102.0,38,True,1,,,,,,
7,wagtail,wagtail/wagtail,wagtail,[],cms-framework,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,BSD-3-Clause,2014-02-03 12:41:59,2024-04-30 21:01:49,2024-04-30 16:29:18,17403.0,501.0,3618.0,340.0,6726.0,830.0,4033.0,17226,2024-04-03 22:00:36,6.0.2,100.0,A Django content management system focused on flexibility and user experience.,8.0,8.0,914.0,https://pypi.org/project/wagtail,232679.0,232679.0,37,True,3,,,,,,
8,rq,rq/rq,rq,[],task-queues,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2024-04-30 11:13:21,2024-04-28 13:50:26,1847.0,35.0,1368.0,207.0,896.0,178.0,949.0,9526,2024-03-09 02:35:10,1.16.1,29.0,Simple job queues for Python.,16361.0,16361.0,309.0,https://pypi.org/project/rq,1429500.0,1429500.0,37,True,2,,,,,,
9,django-debug-toolbar,jazzband/django-debug-toolbar,django-debug-toolbar,[],debugging,https://github.com/jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2024-04-30 14:44:12,2024-04-30 14:44:12,2584.0,29.0,907.0,112.0,1024.0,72.0,812.0,7907,2024-02-01 19:35:16,4.3,16.0,A configurable set of panels that display various debug information about the current request/response.,87471.0,87471.0,284.0,https://pypi.org/project/django-debug-toolbar,2682585.0,2682586.0,37,True,1,,213.0,,,,
10,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2024-04-29 11:49:57,2024-04-29 11:49:57,9049.0,30.0,2132.0,266.0,2790.0,83.0,1405.0,6097,2024-02-08 09:51:53,3.2.4,8.0,Domain-driven e-commerce for Django.,1092.0,1092.0,364.0,https://pypi.org/project/django-oscar,18938.0,18938.0,37,True,1,,,,,,
11,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-03-24 05:13:00,2023-10-06 20:15:26,1755.0,,798.0,143.0,542.0,110.0,877.0,7977,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,20927.0,20927.0,207.0,https://pypi.org/project/graphene,6737681.0,6737681.0,36,True,1,,,,,,
12,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2024-04-30 02:19:38,2024-04-30 02:19:36,1114.0,19.0,793.0,41.0,709.0,106.0,576.0,2639,,,,https://django-storages.readthedocs.io/.,177821.0,177821.0,262.0,https://pypi.org/project/django-storages,3430574.0,3430574.0,36,True,1,,,,,,
13,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2024-04-29 17:45:31,2024-03-18 19:19:58,1320.0,10.0,437.0,44.0,757.0,132.0,431.0,2097,2024-02-19 21:08:31,3.5.0,36.0,Store model history and view/revert changes from admin site.,5214.0,5214.0,180.0,https://pypi.org/project/django-simple-history,1235482.0,1235482.0,36,True,1,,,,,,
14,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2024-04-18 09:55:00,2024-04-18 04:00:31,966.0,8.0,736.0,70.0,627.0,139.0,676.0,4233,2024-04-09 00:38:17,3.2.1,51.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",14642.0,14642.0,222.0,https://pypi.org/project/graphene-django,540349.0,540349.0,34,True,2,,,,,,
15,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-02-28 22:40:39,2024-01-30 20:02:26,1533.0,,459.0,56.0,316.0,15.0,635.0,2976,2024-01-30 20:04:19,5.0.12,16.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7389.0,7389.0,192.0,https://pypi.org/project/django-reversion,445606.0,445606.0,34,True,2,-2.0,,,,,
16,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2024-04-22 19:19:27,2024-04-22 19:19:26,1088.0,56.0,263.0,36.0,294.0,100.0,158.0,1464,2024-04-18 19:19:14,2.6.2,31.0,Jazzy theme for Django.,9767.0,9767.0,66.0,https://pypi.org/project/django-jazzmin,191886.0,191886.0,34,True,1,,,,,,
17,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2024-04-25 09:23:56,2024-01-31 10:49:52,1263.0,,327.0,40.0,600.0,144.0,377.0,1308,2024-01-30 13:15:21,4.8.0,22.0,A Django plugin for pytest.,74650.0,74650.0,145.0,https://pypi.org/project/pytest-django,3561190.0,3561190.0,34,True,1,,,,,,
18,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2024-04-29 09:38:33,2024-04-25 09:31:25,1239.0,43.0,215.0,37.0,565.0,17.0,144.0,1028,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,160815.0,160815.0,139.0,https://pypi.org/project/django-bootstrap4,192247.0,192247.0,34,True,1,,,,,,
19,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2024-02-26 21:11:34,2023-09-01 19:02:16,636.0,,305.0,34.0,281.0,64.0,179.0,2934,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,221276.0,221276.0,93.0,https://pypi.org/project/django-environ,2466779.0,2466779.0,33,True,1,,74.0,,,,
20,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2024-04-29 10:20:58,2024-04-25 10:22:24,1102.0,44.0,672.0,103.0,678.0,,297.0,2335,,,,Bootstrap 3 integration with Django.,18927.0,18927.0,99.0,https://pypi.org/project/django-bootstrap3,132600.0,132600.0,33,True,2,2.0,,,,,
21,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2024-05-01 00:09:03,2024-04-30 13:08:12,866.0,22.0,160.0,33.0,168.0,12.0,187.0,1681,2024-03-07 09:25:55,0.28.6,60.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3899.0,3899.0,38.0,https://pypi.org/project/django-admin-interface,131817.0,131817.0,33,True,2,,,,,,
22,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2024-04-28 22:55:15,2024-04-28 22:53:33,3256.0,103.0,456.0,33.0,1008.0,59.0,912.0,1547,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,952.0,952.0,128.0,https://pypi.org/project/dj-stripe,100343.0,100343.0,33,True,1,,,,,,
23,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2024-04-05 09:22:55,2024-04-05 09:22:50,589.0,2.0,296.0,24.0,382.0,7.0,215.0,1449,2023-12-29 14:31:51,7.3.0,11.0,A django model and form field for normalised phone numbers using python-phonenumbers.,25907.0,25907.0,115.0,https://pypi.org/project/django-phonenumber-field,1136650.0,1136650.0,33,True,1,,17.0,,,,
24,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2024-04-30 16:41:33,2024-04-30 07:15:41,21177.0,139.0,5185.0,372.0,10295.0,563.0,3715.0,20112,2024-04-30 14:16:42,3.19.30,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,290.0,https://pypi.org/project/saleor,29.0,127.0,32,True,2,,196.0,,,,
25,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2024-04-30 07:16:18,2024-04-30 07:16:18,2355.0,19.0,355.0,33.0,255.0,130.0,159.0,1954,2024-04-24 17:22:14,5.4.1,6.0,Python Social Auth - Application - Django.,41532.0,41532.0,328.0,https://pypi.org/project/social-app-django,,,31,True,1,,,,,,
26,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-03-05 15:50:30,2021-06-26 12:04:16,1246.0,,230.0,50.0,312.0,277.0,150.0,1793,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1625.0,1625.0,62.0,https://pypi.org/project/django-q,90783.0,90783.0,31,True,3,,,,,,
27,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2024-04-27 08:21:11,2024-04-13 00:04:46,639.0,9.0,275.0,27.0,313.0,93.0,256.0,1767,2023-12-18 10:33:19,2.10.1,12.0,A simple app that provides django integration for RQ (Redis Queue).,3268.0,3268.0,126.0,https://pypi.org/project/django-rq,354725.0,354725.0,31,True,3,,,,,,
28,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2024-04-29 17:46:04,2024-04-29 06:12:03,789.0,21.0,413.0,38.0,353.0,84.0,283.0,1587,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1372.0,1372.0,102.0,https://pypi.org/project/django-two-factor-auth,299828.0,299828.0,31,True,1,,,,,,
29,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2024-04-29 03:49:52,2024-04-15 13:09:12,1015.0,22.0,316.0,56.0,317.0,217.0,428.0,1354,2023-12-05 10:03:24,3.6.1,47.0,Django tenants using PostgreSQL Schemas.,775.0,775.0,107.0,https://pypi.org/project/django-tenants,95284.0,95284.0,31,True,1,,,,,,
30,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2024-04-29 21:38:10,2024-04-29 21:38:09,516.0,18.0,358.0,25.0,370.0,57.0,211.0,1019,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,938.0,938.0,78.0,https://pypi.org/project/django-auditlog,288083.0,288085.0,31,True,2,2.0,338.0,,,,
31,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2024-04-23 18:10:13,2024-04-23 18:10:12,432.0,1.0,237.0,24.0,293.0,42.0,167.0,1073,2023-12-11 08:12:23,4.1.0,24.0,A feature flipper for Django.,1352.0,1352.0,118.0,https://pypi.org/project/django-waffle,497551.0,497551.0,30,True,1,,,jazzband/django-waffle,,,
32,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2024-04-29 17:44:53,2024-04-03 00:01:32,489.0,5.0,193.0,23.0,238.0,67.0,211.0,911,2024-01-15 00:53:25,4.1.0,4.0,Management commands to help backup and restore your project database and media files.,1871.0,1871.0,70.0,https://pypi.org/project/django-dbbackup,105973.0,105973.0,30,True,2,,,,,,
33,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-04-29 10:07:13,2024-04-29 10:07:13,1945.0,13.0,642.0,91.0,336.0,5.0,715.0,3598,,,,A jazzy skin for the Django Admin-Interface (official repository).,6157.0,6157.0,90.0,https://pypi.org/project/django-grappelli,202353.0,202353.0,29,True,2,,,,,,
34,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2024-03-27 13:58:22,2022-03-25 21:42:47,1062.0,,538.0,82.0,360.0,131.0,323.0,3543,,,,Per object permissions for Django.,6598.0,6598.0,158.0,https://pypi.org/project/django-guardian,466300.0,466300.0,29,True,2,,,,,,
35,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2024-04-19 16:37:27,2024-04-19 16:26:12,356.0,13.0,208.0,20.0,179.0,56.0,86.0,973,2023-11-25 16:09:20,3.5.1,45.0,A Django email backend for Amazons Simple Email Service.,2854.0,2854.0,79.0,https://pypi.org/project/django-ses,620848.0,620848.0,29,True,1,,,,,,
36,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2024-04-30 17:56:01,2024-04-29 17:08:07,697.0,60.0,111.0,18.0,262.0,81.0,180.0,374,2024-04-25 22:36:48,0.39.2,80.0,Strawberry GraphQL Django extension.,411.0,411.0,77.0,https://pypi.org/project/strawberry-graphql-django,76844.0,76844.0,29,True,2,,,strawberry-graphql/strawberry-django,,,
37,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-04-30 12:30:31,2024-04-30 12:27:54,1127.0,39.0,367.0,72.0,310.0,257.0,470.0,6241,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,133.0,https://pypi.org/project/django-ninja,293774.0,293774.0,28,True,1,-4.0,,,,,
38,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2024-02-05 05:01:10,2024-02-05 05:01:09,644.0,3.0,287.0,35.0,260.0,30.0,250.0,1649,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1994.0,1994.0,142.0,https://pypi.org/project/django-constance,286118.0,286118.0,28,True,2,,,,,,
39,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-03-18 15:07:56,2024-03-18 15:07:56,750.0,4.0,195.0,36.0,112.0,12.0,138.0,1228,2024-03-18 15:06:15,2.4.1,19.0,Multi-user accounts for Django projects.,279.0,279.0,49.0,https://pypi.org/project/django-organizations,41429.0,41429.0,28,True,2,,,,,,
40,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-03-18 16:09:25,2023-11-30 09:53:39,490.0,,137.0,22.0,181.0,49.0,153.0,1066,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3037.0,3037.0,66.0,https://pypi.org/project/django-configurations,224474.0,224474.0,28,True,2,,,,,,
41,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2024-04-29 11:23:20,2024-04-29 11:23:17,529.0,15.0,65.0,17.0,492.0,4.0,42.0,1063,2024-04-05 07:21:03,1.3.1,8.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2748.0,2748.0,25.0,https://pypi.org/project/django-split-settings,159857.0,159857.0,28,True,2,,,,,,
42,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,151.0,15.0,101.0,60.0,171.0,812,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5091.0,5091.0,26.0,https://pypi.org/project/django-graphql-jwt,122672.0,122672.0,28,True,3,,,,,,
43,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2024-04-15 22:59:10,2023-11-07 15:48:21,773.0,,170.0,19.0,163.0,41.0,175.0,706,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2337.0,2337.0,84.0,https://pypi.org/project/django-admin-sortable2,242137.0,242137.0,28,True,2,,,,,,
44,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2024-04-29 20:41:35,2024-04-26 20:23:08,1385.0,45.0,76.0,12.0,516.0,40.0,50.0,344,,,,Bootstrap 5 for Django.,6088.0,6088.0,147.0,https://pypi.org/project/django-bootstrap5,119508.0,119508.0,28,True,2,,,,,,
45,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2024-04-09 13:49:02,2022-11-02 08:25:54,5304.0,,1569.0,246.0,985.0,42.0,1012.0,4715,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,6839.0,6839.0,27,True,3,,,,,,
46,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-04-30 18:51:56,2024-04-27 08:30:35,3102.0,59.0,491.0,41.0,2429.0,394.0,550.0,3769,2024-04-21 15:32:17,0.227.2,100.0,A GraphQL library for Python that leverages type annotations.,,,246.0,https://pypi.org/project/strawberry,494.0,534.0,27,True,3,,449.0,,,,
47,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2024-02-08 05:51:10,2024-02-08 05:50:41,888.0,1.0,414.0,90.0,121.0,20.0,393.0,2480,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1790.0,1790.0,41.0,https://pypi.org/project/django-material,14179.0,14179.0,27,True,3,,,,,,
48,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,392.0,65.0,226.0,145.0,328.0,1436,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,413.0,413.0,75.0,https://pypi.org/project/django-tenant-schemas,19070.0,19070.0,27,True,2,,,,,,
49,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-04-21 15:08:04,2024-04-21 15:07:51,371.0,6.0,81.0,11.0,336.0,26.0,106.0,786,2024-04-21 15:03:55,1.18.0,22.0,Object factory for Django.,3997.0,3997.0,52.0,https://pypi.org/project/model_bakery,540820.0,540820.0,27,True,2,2.0,,,,,
50,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-04-21 15:08:04,2024-04-21 15:07:51,371.0,6.0,81.0,11.0,336.0,26.0,106.0,786,2024-04-21 15:03:55,1.18.0,22.0,Object factory for Django.,3997.0,3997.0,52.0,https://pypi.org/project/model-bakery/,540820.0,540820.0,27,True,1,2.0,,,,,
51,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2024-04-30 19:48:16,2024-04-30 19:48:13,794.0,11.0,195.0,27.0,120.0,12.0,151.0,709,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,3361.0,3361.0,73.0,https://pypi.org/project/django-paypal,17040.0,17040.0,27,True,1,2.0,,,,,
52,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-04-18 20:17:04,2024-04-18 20:15:36,172.0,9.0,133.0,9.0,86.0,29.0,73.0,409,2024-04-18 20:17:04,1.4.1,20.0,"An extension of django rest framework, providing a configurable password reset strategy.",3440.0,3440.0,37.0,https://pypi.org/project/django-rest-passwordreset,301006.0,301006.0,27,True,3,,,,,,
53,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2024-04-29 17:45:49,2024-02-02 08:57:08,627.0,1.0,610.0,61.0,345.0,123.0,334.0,3812,2023-12-04 06:36:31,5.3.1,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,112.0,https://pypi.org/project/djangorestframework-simplejwt,2269556.0,2269556.0,26,True,3,,,,,,
54,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,668.0,116.0,177.0,218.0,128.0,3532,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3180.0,3180.0,29.0,https://pypi.org/project/django-jet,13186.0,13186.0,26,True,3,,,,,,
55,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,987.0,171.0,501.0,88.0,292.0,3145,,,,A Django based shop system.,224.0,224.0,96.0,https://pypi.org/project/django-shop,5642.0,5642.0,26,True,3,,,,,,
