,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
70,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-02-18 18:17:03,2025-02-13 16:10:24,3369.0,56.0,545.0,40.0,2617.0,395.0,659.0,4168.0,2025-02-13 16:10:58,0.260.2,100.0,A GraphQL library for Python that leverages type annotations.,,,271.0,https://pypi.org/project/strawberry,812.0,863.0,27,True,3.0,,672.0,,,
71,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-08-22 10:18:36,2024-08-22 10:18:31,1953.0,,639.0,89.0,336.0,8.0,716.0,3816.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,6640.0,6640.0,91.0,https://pypi.org/project/django-grappelli,196365.0,196365.0,27,True,3.0,,,,,
72,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,391.0,65.0,228.0,147.0,329.0,1470.0,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,451.0,451.0,75.0,https://pypi.org/project/django-tenant-schemas,22768.0,22768.0,27,True,2.0,,,,,
73,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-10-30 18:35:14,2024-10-28 19:02:09,754.0,,207.0,37.0,116.0,12.0,138.0,1310.0,2024-10-28 18:53:47,2.5.0,20.0,Multi-user accounts for Django projects.,304.0,304.0,49.0,https://pypi.org/project/django-organizations,45069.0,45069.0,27,True,2.0,,,,,
74,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2025-02-10 07:12:44,2025-02-10 07:12:36,560.0,6.0,68.0,17.0,523.0,5.0,43.0,1145.0,2024-07-05 14:30:34,1.3.2,9.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,3291.0,3291.0,25.0,https://pypi.org/project/django-split-settings,168812.0,168812.0,27,True,3.0,,,,,
75,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2024-11-22 02:04:41,2024-11-22 01:52:10,786.0,,250.0,36.0,227.0,94.0,157.0,1027.0,2024-11-22 02:06:30,3.9.1,10.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",103.0,103.0,82.0,https://pypi.org/project/django-post-office,65092.0,65092.0,27,True,3.0,,,,,
76,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2025-02-10 16:59:35,2024-11-18 21:22:27,798.0,,199.0,27.0,121.0,12.0,153.0,728.0,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,3974.0,3974.0,73.0,https://pypi.org/project/django-paypal,18980.0,18980.0,27,True,1.0,,,,,
77,django-structlog,jrobichaud/django-structlog,django-structlog,[],logging,https://github.com/jrobichaud/django-structlog,https://github.com/jrobichaud/django-structlog,MIT,2019-04-07 21:29:34,2025-02-17 12:29:39,2025-02-17 12:25:17,1783.0,135.0,34.0,7.0,698.0,2.0,66.0,457.0,,,,Structured Logging for Django.,754.0,754.0,23.0,https://pypi.org/project/django-structlog,650813.0,650813.0,27,True,3.0,,,,,
78,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-11-13 17:39:13,2024-11-13 17:39:13,187.0,,139.0,9.0,95.0,25.0,79.0,427.0,2024-11-05 13:54:56,1.5.0,22.0,"An extension of django rest framework, providing a configurable password reset strategy.",4147.0,4147.0,40.0,https://pypi.org/project/django-rest-passwordreset,164846.0,164846.0,27,True,3.0,,,,,
79,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2024-06-12 15:17:20,2022-11-02 08:25:54,5304.0,,1574.0,247.0,987.0,43.0,1012.0,4775.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,5670.0,5670.0,26,True,3.0,,,,,
80,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2025-02-03 09:49:14,2025-02-03 09:49:09,1034.0,15.0,391.0,42.0,519.0,154.0,431.0,3594.0,,,,A test fixtures replacement for Python.,,,133.0,https://pypi.org/project/factory_boy,6111741.0,6111741.0,26,True,3.0,,,,,
81,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,662.0,115.0,177.0,215.0,131.0,3593.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3318.0,3318.0,29.0,https://pypi.org/project/django-jet,8756.0,8756.0,26,False,3.0,,,,,
82,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,994.0,171.0,501.0,89.0,292.0,3239.0,,,,A Django based shop system.,229.0,229.0,96.0,https://pypi.org/project/django-shop,3408.0,3408.0,26,True,3.0,,,,,
83,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2025-02-11 19:30:46,2024-12-12 09:49:50,1096.0,46.0,94.0,14.0,105.0,2.0,184.0,927.0,2024-12-12 09:53:19,4.2.2,53.0,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",439.0,439.0,17.0,https://pypi.org/project/django-baton,8064.0,8064.0,26,True,3.0,,,,,
84,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2025-02-11 06:57:32,2025-02-11 06:57:25,501.0,12.0,30.0,9.0,434.0,15.0,50.0,537.0,2024-06-28 19:56:24,1.4.0,8.0,"Test django schema and data migrations, including migrations order and best practices.",881.0,881.0,18.0,https://pypi.org/project/django-test-migrations,219028.0,219028.0,26,True,3.0,,,,,
85,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2025-02-06 21:19:20,2025-02-06 21:19:17,668.0,4.0,162.0,17.0,206.0,6.0,152.0,382.0,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, supporting Django 4.2+ and Python 3.8+.",585.0,585.0,87.0,https://pypi.org/project/django-cas-ng,31002.0,31007.0,26,True,3.0,,704.0,,,
86,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2025-01-28 00:42:06,2025-01-28 00:42:04,506.0,4.0,97.0,16.0,152.0,31.0,178.0,282.0,2025-01-15 15:55:36,1.15.0,35.0,A Django authentication backend for Microsoft ADFS and AzureAD.,164.0,164.0,48.0,https://pypi.org/project/django-auth-adfs,95705.0,95705.0,26,True,3.0,,,,,
87,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2025-02-22 14:35:24,2025-02-22 14:02:19,4982.0,29.0,129.0,37.0,194.0,2.0,92.0,1504.0,,,,A library for event sourcing in Python.,176.0,176.0,27.0,https://pypi.org/project/eventsourcing,24773.0,24773.0,25,True,1.0,,,,,
88,injector,python-injector/injector,injector,[],dependency-injection,https://github.com/python-injector/injector,https://github.com/python-injector/injector,BSD-3-Clause,2010-11-25 12:05:20,2024-07-10 18:24:44,2024-07-07 22:57:38,477.0,,82.0,14.0,119.0,45.0,100.0,1363.0,,,,"Python dependency injection framework, inspired by Guice.",2634.0,2634.0,30.0,https://pypi.org/project/injector,1941785.0,1941785.0,25,True,1.0,,,,,
89,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2025-02-21 10:46:00,2025-02-21 10:46:00,904.0,6.0,273.0,41.0,258.0,67.0,114.0,1106.0,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,605.0,605.0,67.0,https://pypi.org/project/django-payments,9497.0,9497.0,25,True,2.0,,30.0,,,
90,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-07-11 18:32:53,2023-12-05 19:30:12,317.0,,178.0,18.0,159.0,26.0,125.0,1094.0,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,3346.0,3346.0,51.0,https://pypi.org/project/django-ratelimit,603629.0,603629.0,25,True,3.0,,,,,
91,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,2013-07-07 21:26:56,2024-11-25 07:40:36,2024-11-25 07:40:36,818.0,1.0,173.0,19.0,175.0,45.0,184.0,800.0,2024-11-15 09:42:31,2.2.4,16.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2726.0,2726.0,88.0,https://pypi.org/project/django-admin-sortable2,249594.0,249594.0,25,True,2.0,,,,,
92,wrabit/django-cotton,wrabit/django-cotton,django-cotton,[],templates,https://github.com/wrabit/django-cotton,https://github.com/wrabit/django-cotton,MIT,2024-06-08 13:30:49,2025-02-17 18:04:36,2025-02-17 18:00:42,554.0,50.0,34.0,11.0,134.0,2.0,86.0,734.0,2025-02-17 18:04:36,1.5.3,60.0,Enabling Modern UI Composition in Django.,138.0,138.0,9.0,https://pypi.org/project/django-cotton,26091.0,26091.0,25,True,2.0,,,,,
93,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,82.0,11.0,65.0,19.0,42.0,693.0,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,5114.0,5114.0,23.0,https://pypi.org/project/django-seed,29613.0,29613.0,25,True,1.0,,,,,
94,vulnerablecode,aboutcode-org/vulnerablecode,vulnerablecode,[],vulnerability-database,https://github.com/aboutcode-org/vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,Apache-2.0,2017-05-19 07:56:17,2025-02-17 01:17:29,2025-02-17 01:17:29,2609.0,71.0,215.0,24.0,729.0,585.0,448.0,562.0,2024-12-08 09:32:00,35.1.0,46.0,A free and open vulnerabilities database and the packages they impact. And the tools to aggregate and correlate these..,,,50.0,https://pypi.org/project/vulnerablecode,1057.0,1064.0,25,True,1.0,,371.0,,,
95,django-browser-reload,adamchainz/django-browser-reload,django-browser-reload,[],development,https://github.com/adamchainz/django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2025-02-19 12:08:53,2025-02-19 12:08:50,352.0,17.0,30.0,5.0,274.0,14.0,27.0,557.0,,,,Automatically reload your browser in development.,5711.0,5711.0,6.0,https://pypi.org/project/django-browser-reload,164522.0,164522.0,25,True,3.0,,,,,
96,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2025-02-07 14:59:49,2025-02-07 14:59:41,207.0,5.0,26.0,8.0,103.0,5.0,24.0,463.0,2025-02-07 14:57:34,3.5.1,19.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",225.0,225.0,12.0,https://pypi.org/project/django-guid,125398.0,125398.0,25,True,3.0,,,,,
97,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2025-02-10 17:44:48,2025-01-20 13:07:56,399.0,28.0,74.0,10.0,167.0,12.0,36.0,242.0,2025-01-08 11:42:02,4.0.2,14.0,Automatic logging for Django FSM.,155.0,155.0,28.0,https://pypi.org/project/django-fsm-log,50157.0,50157.0,25,True,2.0,,,,,
98,Tandoor Recipes,TandoorRecipes/recipes,,[],recipe-management-framework,https://github.com/TandoorRecipes/recipes,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2025-02-21 10:58:41,2025-02-21 10:58:38,6581.0,110.0,611.0,41.0,1382.0,309.0,1571.0,5959.0,2025-02-01 07:09:17,1.5.31,100.0,"Application for managing recipes, planning meals, building shopping lists and much much more!.",,,404.0,,,,24,True,1.0,,,,,
99,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2025-02-14 16:37:46,2025-02-14 16:37:42,1650.0,5.0,562.0,49.0,603.0,115.0,548.0,2828.0,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,219.0,https://pypi.org/project/django-compressor,820058.0,820058.0,24,True,3.0,,,,,
100,CISO Assistant (Community Edition),intuitem/ciso-assistant-community,,[],grc-framework,https://github.com/intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community,,2023-09-20 16:47:58,2025-02-22 20:21:09,2025-02-22 17:58:05,5526.0,939.0,309.0,38.0,1199.0,90.0,229.0,2674.0,2025-02-15 11:01:28,2.2.1,100.0,"CISO Assistant is a one-stop-shop for GRC, covering Risk, AppSec and Audit Management and supporting +70 frameworks..",,,37.0,,,,24,True,1.0,,,,,
101,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1091.0,120.0,2195.0,148.0,291.0,2278.0,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,181.0,181.0,67.0,https://pypi.org/project/shuup,2888.0,2898.0,24,True,3.0,,713.0,,,
102,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2024-07-12 13:57:57,2023-12-22 14:02:18,302.0,,95.0,18.0,56.0,23.0,134.0,1517.0,,,,Django + Tailwind CSS =.,5574.0,5574.0,19.0,https://pypi.org/project/django-tailwind,114209.0,114209.0,24,True,1.0,,,,,
103,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,112.0,26.0,49.0,19.0,61.0,873.0,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1573.0,1573.0,82.0,https://pypi.org/project/django-admin-tools,96193.0,96193.0,24,True,3.0,,,,,
104,django-pandas,chrisdev/django-pandas,django-pandas,[],pandas-integration,https://github.com/chrisdev/django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,,116.0,29.0,74.0,15.0,71.0,806.0,,,,Tools for working with pandas in your Django projects.,2524.0,2524.0,35.0,https://pypi.org/project/django-pandas,119327.0,119327.0,24,True,1.0,,,,,
105,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2024-11-26 03:03:27,2024-11-26 03:02:51,317.0,2.0,179.0,14.0,164.0,80.0,81.0,771.0,2024-10-09 11:35:31,1.3.7,58.0,"Yet another Django audit log app, hopefully the simplest one.",332.0,332.0,50.0,https://pypi.org/project/django-easy-audit,63109.0,63109.0,24,True,3.0,,,,,
106,django-restql,yezyilomo/django-restql,django-restql,[],restful-api-drf,https://github.com/yezyilomo/django-restql,https://github.com/yezyilomo/django-restql,MIT,2019-04-06 21:53:41,2025-02-14 22:17:46,2025-02-14 22:17:39,735.0,22.0,43.0,18.0,218.0,26.0,87.0,619.0,2024-01-25 14:10:50,0.15.4,44.0,Turn your API made with Django REST Framework(DRF) into a GraphQL like API.,309.0,309.0,6.0,https://pypi.org/project/django-restql,42317.0,42317.0,24,True,3.0,,,,,
107,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2024-09-06 16:50:00,2024-09-06 16:33:26,286.0,,104.0,12.0,79.0,12.0,72.0,568.0,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,3751.0,3751.0,48.0,https://pypi.org/project/django-otp,1225790.0,1225790.0,24,True,3.0,,,,,
108,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,162.0,20.0,69.0,41.0,85.0,434.0,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,468.0,468.0,22.0,https://pypi.org/project/django-address,11573.0,11573.0,24,True,1.0,,,,,
109,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2025-02-18 18:25:40,2025-02-18 18:25:38,748.0,54.0,34.0,9.0,145.0,16.0,62.0,432.0,2025-01-26 20:24:46,0.22.3,48.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,21.0,https://pypi.org/project/django-ninja-extra,106957.0,106957.0,24,True,2.0,,,,,
110,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2025-02-01 02:37:05,2025-01-09 08:48:17,705.0,6.0,26.0,6.0,83.0,15.0,19.0,169.0,2024-11-16 04:03:54,5.3.5,23.0,A JSON Web Token authentication plugin for the Django REST Framework.,383.0,383.0,85.0,https://pypi.org/project/django-ninja-jwt,55166.0,55166.0,24,True,2.0,,,,,
111,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2025-01-17 09:43:00,2025-01-17 09:42:56,202.0,7.0,407.0,105.0,105.0,19.0,331.0,2742.0,2024-04-09 05:47:09,2.0.0,3.0,Reusable workflow library for Django.,339.0,339.0,2.0,https://pypi.org/project/viewflow,191.0,191.0,23,True,3.0,,,,,
112,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2024-07-17 11:22:36,2024-04-30 12:19:32,297.0,,121.0,43.0,143.0,42.0,56.0,752.0,2023-09-26 15:28:27,4.0.0,15.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,70.0,70.0,25.0,https://pypi.org/project/django-multitenant,33709.0,33709.0,23,True,3.0,,,,,
113,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2025-02-07 09:54:03,2025-02-07 09:53:31,638.0,4.0,96.0,11.0,163.0,12.0,60.0,636.0,,,,Tracking dirty fields on a Django model.,637.0,637.0,43.0,https://pypi.org/project/django-dirtyfields,261826.0,261826.0,23,True,3.0,,,,,
114,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2025-02-21 13:58:51,2025-02-21 13:58:49,333.0,9.0,30.0,9.0,138.0,3.0,34.0,568.0,2025-02-11 09:11:15,0.13.0,23.0,config and manage typed extra settings using just the django admin.,102.0,102.0,12.0,https://pypi.org/project/django-extra-settings,23375.0,23375.0,23,True,3.0,,,,,
115,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2024-09-28 22:27:42,2024-09-28 22:27:25,698.0,,49.0,9.0,180.0,5.0,68.0,443.0,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,199.0,199.0,25.0,https://pypi.org/project/django-concurrency,66080.0,66080.0,23,True,1.0,,,,,
116,django-authtools,fusionbox/django-authtools,django-authtools,[],custom-user,https://github.com/fusionbox/django-authtools,https://github.com/fusionbox/django-authtools,BSD-2-Clause,2013-05-20 23:19:33,2024-03-19 18:47:15,2024-03-19 18:47:10,248.0,,95.0,31.0,73.0,9.0,45.0,372.0,,,,A custom User model for everybody!.,1000.0,1000.0,31.0,https://pypi.org/project/django-authtools,12244.0,12244.0,23,True,1.0,,,,,
117,django-mailbox,coddingtonbear/django-mailbox,django-mailbox,[],emails,https://github.com/coddingtonbear/django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2025-01-11 12:47:24,2025-01-11 12:47:24,549.0,2.0,160.0,22.0,135.0,21.0,140.0,364.0,,,,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",212.0,212.0,55.0,https://pypi.org/project/django-mailbox,9480.0,9480.0,23,True,3.0,,,,,
118,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2025-02-06 21:36:14,2025-02-06 21:35:59,292.0,11.0,46.0,10.0,112.0,2.0,39.0,185.0,2025-01-27 18:16:39,1.1.2,18.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,15.0,15.0,30.0,https://pypi.org/project/django-loci,1546.0,1546.0,23,True,2.0,,,,,
119,wemake-django-template,wemake-services/wemake-django-template,,[],reusable-app-templates,https://github.com/wemake-services/wemake-django-template,https://github.com/wemake-services/wemake-django-template,MIT,2017-09-14 09:23:23,2025-02-20 06:08:47,2025-02-20 06:08:45,2630.0,68.0,215.0,35.0,2236.0,26.0,514.0,2051.0,2023-09-05 07:57:33,goodbye-3.9,3.0,Bleeding edge django template focused on code quality and security.,,,50.0,,,,22,True,1.0,,,,,
120,django-getpaid,django-getpaid/django-getpaid,django-getpaid,[],payment-subscriptions,https://github.com/django-getpaid/django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2021-12-12 18:31:41,2021-12-12 18:31:33,405.0,,107.0,21.0,93.0,3.0,58.0,442.0,2020-04-19 09:05:46,2.0.0,6.0,Django payments processor.,49.0,49.0,30.0,https://pypi.org/project/django-getpaid,4471.0,4471.0,22,True,2.0,,,,,
121,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2024-05-10 15:34:04,2024-05-10 15:34:04,273.0,,55.0,8.0,54.0,9.0,54.0,242.0,,,,"Slack integration for Django, using the templating engine to generate messages.",431.0,431.0,29.0,https://pypi.org/project/django-slack,83272.0,83272.0,22,True,1.0,,,,,
122,django-allauth-2fa,valohai/django-allauth-2fa,django-allauth-2fa,[],authentication-authorization,https://github.com/valohai/django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,2015-04-04 12:31:29,2025-02-10 19:37:41,2025-01-16 06:47:14,395.0,2.0,49.0,11.0,130.0,13.0,61.0,218.0,2025-01-16 06:52:15,0.12.0,4.0,Two-factor authentication for Django Allauth.,240.0,240.0,32.0,https://pypi.org/project/django-allauth-2fa,57963.0,57963.0,22,True,3.0,,28.0,,,
123,django-minio-storage,py-pa/django-minio-storage,django-minio-storage,[],storage,https://github.com/py-pa/django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2024-03-25 08:58:28,2023-12-19 06:54:50,227.0,,54.0,7.0,59.0,12.0,71.0,155.0,2023-08-30 20:53:31,0.5.7,8.0,A django storage driver for minio.,329.0,329.0,18.0,https://pypi.org/project/django-minio-storage,28083.0,28083.0,22,True,3.0,,,,,
124,django-typer,bckohan/django-typer,django-typer,[],management-commands,https://github.com/django-commons/django-typer,https://github.com/django-commons/django-typer,MIT,2023-10-23 22:31:55,2025-02-17 08:28:59,2025-02-17 07:09:40,902.0,263.0,2.0,2.0,58.0,12.0,110.0,128.0,2025-02-17 02:35:30,3.0.0,28.0,Use Typer (type hints) to define the interface for your Django management commands.,50.0,50.0,6.0,https://pypi.org/project/django-typer,13889.0,13889.0,22,True,3.0,django-commons/django-typer,2.0,,,
125,librephotos,LibrePhotos/librephotos,,[],photo-management-framework,https://github.com/LibrePhotos/librephotos,https://github.com/LibrePhotos/librephotos,MIT,2020-11-11 23:08:19,2025-02-12 23:08:11,2025-02-12 20:38:33,2191.0,59.0,319.0,62.0,638.0,272.0,613.0,7166.0,,,,A self-hosted open source photo management service. This is the repository of the backend.,,,77.0,,,,21,True,1.0,,,,,
126,Gerapy,Gerapy/Gerapy,,[],crawler-management-system,https://github.com/Gerapy/Gerapy,https://github.com/Gerapy/Gerapy,MIT,2017-06-30 03:58:27,2024-10-29 22:08:29,2024-09-07 00:49:42,631.0,,638.0,125.0,100.0,65.0,150.0,3398.0,2023-07-19 18:55:56,0.9.13,16.0,"Distributed Crawler Management Framework Based on Scrapy, Scrapyd, Django and Vue.js.",147.0,147.0,17.0,,,,21,True,1.0,,,,,
